name,path,interpreter,sha256,main_bundle_exec,main_bundle_path,main_bundle_name,main_bundle_identifier,main_bundle_version,main_bundle_short_version_str,bundle_path,bundle_name,bundle_identifier,bundle_version,bundle_short_version_str,homebrew_package_name,homebrew_package_path,homebrew_package_description,homebrew_package_github,homebrew_package_homepage,homebrew_package_latest_stable_version,homebrew_keg_version,cert_sha256,cert_common_name,cert_organization,cert_organizational_unit,cert_valid_from,cert_valid_until
sync-package-managers.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nano/node_modules/follow/node_modules/request/node_modules/form-data/node_modules/async/support,/usr/bin/env node,447e301412fb57f68350d390e3f5f73d680bf554867a9d6bd1da189907a0747b,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
release.sh,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nano/node_modules/follow/node_modules/request,/bin/sh,68d2071c14f53b4861b5391800dc46c2517fd7bdef0ff5e7c26df4df0805376e,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
export.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nano/node_modules/follow/browser,/usr/bin/env node,d3802eee59efab61236ed378655d2d6fdd26a674abeccec7846d46ee2f0f4440,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
cli.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nano/node_modules/follow,/usr/bin/env node,13764461c8b3d7096103d471f0e8ba4e1897a89a4915e537b2db25b1af0a3140,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
har-validator,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nano/node_modules/request/node_modules/har-validator/bin,/usr/bin/env node,36ca3f909ac4778f2c6b648d9192f4d7a278e02ca24cb9a5c1b6383113b1b808,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
sauce.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nano/node_modules/request/node_modules/bl/test,/usr/bin/env node,eb1f1151e519dabc090470192366af6d3711cc408a4f06ba64437e14069638a2,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
jsstyle,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nano/node_modules/request/node_modules/http-signature/node_modules/ctype/tools,/usr/bin/env perl,a3488e221e1ea3bbbdb0e98bfca72dcd5b1f51d4c6d5ff2c6406a78c8c205724,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
bench.sh,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nano/node_modules/request/node_modules/node-uuid/benchmark,/bin/bash,51ea41e52729c5a176abd9b62a9d8334600996d42203655875960356a91f5f2b,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
bench.gnu,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nano/node_modules/request/node_modules/node-uuid/benchmark,/opt/local/bin/gnuplot -persist,9551f7a9fd946726546a0ad481d5ce21561e0f6dbe4d084fb170d275f98663c7,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
uuid,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nano/node_modules/request/node_modules/node-uuid/bin,/usr/bin/env node,0a2da601bb8bdc38c7e145ffd6a141a4e2c57f8023c6594418f253e00cd68e67,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
1to2.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nan/tools,/usr/bin/env node,647f7546c254039cf514afd944f1cf2543d8db0b0fcf873c33507147d0dd8883,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
.build.sh,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nan/doc,/usr/bin/env bash,6224ddc9a65e94e1ab4950d4c9a1472becb14ad8650864d1670ecb8a8b3de013,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
run.sh,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nodobjc/test,/usr/bin/env bash,bd022669c3a06333f453be4c710b01000c9906fd6460b8e009d3a1c584183244,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
gh-pages.sh,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nodobjc/node_modules/ref/docs,/bin/sh,76fb5acae15251a2265a1cb7289cd79475d39389bbe69063eba83acdfb59cffb,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
gyp-mac-tool,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nodobjc/node_modules/ref/build,/usr/bin/env python,6edc251b4a17f3cc73c1512f1e333f962d2b7834d4950654c22355ee5eb25ea7,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
generate-ios-source-and-headers.py,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nodobjc/node_modules/ffi/deps/libffi,/usr/bin/env python,cc3d514fb94bc7f44771d85095460d58b28e0ed20e0309a090d1e48985354da0,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
install-sh,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nodobjc/node_modules/ffi/deps/libffi,/bin/sh,a42cce53f5b376a4b1251e8d06e96dead9e858396d07333ed0cc83aa4b510023,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
configure,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nodobjc/node_modules/ffi/deps/libffi, /bin/sh,a17e708ab7f35fe6612f225b2f91091ae1941d1a7de1ef34922e54124fe8c069,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
msvcc.sh,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nodobjc/node_modules/ffi/deps/libffi,/bin/sh,4499c467fb34cd88166f47f1c9b661337b2bb0518c19e1be2227566f79937167,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
config.guess,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nodobjc/node_modules/ffi/deps/libffi, /bin/sh,96897e8b55409b30309c50b18933c0015ac96a27d30a1ce0c03c633df96f922c,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
depcomp,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nodobjc/node_modules/ffi/deps/libffi, /bin/sh,20efdbd4f295e6b759a024fe045671de5db6066e2a210be3296eeb9c38a1b238,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
missing,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nodobjc/node_modules/ffi/deps/libffi, /bin/sh,fd08cdce99a06aeb2308dd3b78499edc15c29ebc2da23b059a931b38cc5b90f3,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
config.sub,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nodobjc/node_modules/ffi/deps/libffi, /bin/sh,4eccdcb7d6f7d84c9814a679b0bcfabc1453f9119e8541138a971d0c85a27237,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
compile,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nodobjc/node_modules/ffi/deps/libffi, /bin/sh,9322c4265a9e444b38842d01736a75bfad7c90198321d9866228e80df1b3685b,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
generate-osx-source-and-headers.py,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nodobjc/node_modules/ffi/deps/libffi,/usr/bin/env python,a1df3aca2849d7866a35d6d0876ebaf2833fd2c38cb9146f9786f8552056c796,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
mdate-sh,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nodobjc/node_modules/ffi/deps/libffi,/bin/sh,e176470b65c5993e4d680656aef676c8a45790e3b761463e6e74e08ace2be619,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
gentramp.sh,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nodobjc/node_modules/ffi/deps/libffi/src/arm,/bin/sh,9d5cd0af019385d9e4681ef465a62353d20309715cc49782213949d177fe8502,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
gyp-mac-tool,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/nodobjc/node_modules/ffi/build,/usr/bin/env python,6edc251b4a17f3cc73c1512f1e333f962d2b7834d4950654c22355ee5eb25ea7,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
cmd.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/multer/node_modules/mkdirp/bin,/usr/bin/env node,24b028bccb1773f02cf0d0fb3dca5468f1b5d22a06cbc5cbf351e1eb3accefb1,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
bench.sh,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/node-uuid/benchmark,/bin/bash,51ea41e52729c5a176abd9b62a9d8334600996d42203655875960356a91f5f2b,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
bench.gnu,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/node-uuid/benchmark,/opt/local/bin/gnuplot -persist,9551f7a9fd946726546a0ad481d5ce21561e0f6dbe4d084fb170d275f98663c7,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
uuid,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/node-uuid/bin,/usr/bin/env node,0a2da601bb8bdc38c7e145ffd6a141a4e2c57f8023c6594418f253e00cd68e67,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
diff_multi_bench_output.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/socket.io/node_modules/redis,/usr/bin/env node,33d3d30e2d9e0b3f56d1cdb984acd9a43e1b36184fb53a88f523445cf3e3396d,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
plot,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/socket.io/node_modules/redis/benches/stress/speed,/bin/sh,2e941fa07b50985c6f56ea4f2ed114e8579fc931ea6df1c8ea716ce4c9f8b512,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
run,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/socket.io/node_modules/redis/benches/stress/rpushblpop,/bin/sh,9aa7bc6e567472388a99bf95509a6614436707259adf1e4a3e3c91e0ea13acda,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
run,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/socket.io/node_modules/redis/benches/stress/pubsub,/bin/sh,7b409caf03c0f0f065775fadc2d1b888b5971527e978a80daeb7ede427824db6,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
testparser.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/socket.io/node_modules/socket.io-client/node_modules/uglify-js/test, /usr/bin/env node,d6d987ba4744a1b17f48a548c3c2a7b7b4336d91ea19b860d3ca8759bac69b04,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
beautify.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/socket.io/node_modules/socket.io-client/node_modules/uglify-js/test, /usr/bin/env node,a2c1b9e9ac96453206a81ee017cbc48ed1c5563fda2e56377568fe44ef10dc88,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
uglifyjs,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/socket.io/node_modules/socket.io-client/node_modules/uglify-js/bin,/usr/bin/env node,e1ae661689b8d09491c299241a38b1638d1a904ba96ee362f7ceb2744d0e5b55,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
test.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/socket.io/node_modules/socket.io-client/node_modules/uglify-js/tmp, /usr/bin/env node,aed0fe6ca3acba80bc6f47dff48597c0e90ac46521e6e3dee57e0079dc877d53,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
embed-tokens.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/socket.io/node_modules/socket.io-client/node_modules/uglify-js/tmp, /usr/bin/env node,5b3ccabb3711c6b471307759b2d9c3ebbf8a3b54400963c9c914ef840a8cc2aa,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
wscat,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/socket.io/node_modules/socket.io-client/node_modules/ws/bin,/usr/bin/env node,af95727297f9d8132b533e1a5bdd1e41151b2697753dbfed0de19e6936d6e776,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
gyp-mac-tool,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/socket.io/node_modules/socket.io-client/node_modules/ws/build,/usr/bin/env python,88e4fec4f6f2adadb9bd84a111ad01e7332a9db57f93ce92a9cffee4982a800a,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
build.sh,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/socket.io/node_modules/socket.io-client/lib/vendor/web-socket-js/flash-src,/bin/sh,cdf33917f0577e5ffc10ce0b6ca1f32a431636a0487a147d3c5a243b871475b5,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
aeskey.pl,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/socket.io/node_modules/socket.io-client/lib/vendor/web-socket-js/flash-src/com/hurlant/crypto/symmetric,/usr/bin/perl ,e8e223fa42da331a8cbebfbbb50f43efb3a975d6608c955b4b7e34c5e129df97,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
handlebars,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/bin,/usr/bin/env node,8b2b10af7faf7fec9430d6a5cc343f9411a3be536e46311f1a3f5b43c7e5a981,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
bin.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/optimist/test/_,/usr/bin/env node,fd6eac8ecb6acfd9884696dddb664298227696cf05d19a9807f7bf32521a1f7c,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
argv.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/optimist/test/_,,970e27107d24de80288ce5ccf42b13117a6640e1622348638463fad04c1e1f14,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
bool.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/optimist/example,/usr/bin/env node,ee6ac021d38905adbeda2cd51132051c19465d16f57d694fa35144b75737c533,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
line_count_wrap.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/optimist/example,/usr/bin/env node,aaadfc45c3138d3c4ca457df7dc71e0f5b5749920d5a5825295b944bde8111c8,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
divide.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/optimist/example,/usr/bin/env node,a70f1e5d7b69066374ed521daa2ead058b6d0b85f6b04a8e4b2c29c6669507d4,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
default_singles.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/optimist/example,/usr/bin/env node,87aa8ec1f641e9e86efcfaed1a4b30db1f793553a61c584e0e228f9aa540a501,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
boolean_single.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/optimist/example,/usr/bin/env node,9390dbda458407eb35ac8fd941fb8b5b7632ff61fc6eae51363b45c91fe61e29,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
line_count.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/optimist/example,/usr/bin/env node,8fc7afbe024b723a1ea8e490e28329319cd2f71adf116b2938783dee94d3f733,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
nonopt.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/optimist/example,/usr/bin/env node,84d4ab00aacd111b657ad9557d88e6ef24ebf8de2d6afcaf56d0543c62d9c3ef,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
short.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/optimist/example,/usr/bin/env node,c4ab075e8cc1ff82bdb33b13e7d89c3eb6de18bc1dae4f730c47404af3c45758,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
string.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/optimist/example,/usr/bin/env node,8db20d713b06dd5368026de0bcbe17e689af10b3f8b09db234184b8fe680eaf3,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
reflect.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/optimist/example,,1bfa683d9ef6fdd0897de132c3172f16bbdeb1ca49a7ef6a649fbefe182ff8ac,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
xup.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/optimist/example,/usr/bin/env node,56a35e7e82dfbac843194d68cea3aee4032c427e284e8be69c40b83b96bf0760,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
boolean_double.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/optimist/example,/usr/bin/env node,85f12ddbfa94c71dda8e7c7db1b6b9d11d6aa2ca27df1701c89e4d3928475453,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
line_count_options.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/optimist/example,/usr/bin/env node,c2f63394021c7283451d52169a7b5143f869400fe992b055cea13d5d9b5bec35,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
default_hash.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/optimist/example,/usr/bin/env node,cb51dc9e271de112145ca01c813dbc27c0dedbb12e77ce839a47a2fa0106b695,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
run-tests.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/source-map/test,/usr/bin/env node,9d13a46cf679445dda1cf1dffaad48e66dfb6f3c7baca0b23de06eaee5f27355,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
run-tests.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/uglify-js/test, /usr/bin/env node,28c6ef5bc816383dd489677fac87512032ce31f9b56393b1c11dc68c941e01ee,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
uglifyjs,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/uglify-js/bin, /usr/bin/env node,cb24f8a1e7ea80dc3d54e6795f9ae396b747270692c40d0fd8df685385a1b773,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
bin.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/uglify-js/node_modules/optimist/test/_,/usr/bin/env node,fd6eac8ecb6acfd9884696dddb664298227696cf05d19a9807f7bf32521a1f7c,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
argv.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/uglify-js/node_modules/optimist/test/_,,970e27107d24de80288ce5ccf42b13117a6640e1622348638463fad04c1e1f14,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
bool.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/uglify-js/node_modules/optimist/example,/usr/bin/env node,ee6ac021d38905adbeda2cd51132051c19465d16f57d694fa35144b75737c533,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
line_count_wrap.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/uglify-js/node_modules/optimist/example,/usr/bin/env node,aaadfc45c3138d3c4ca457df7dc71e0f5b5749920d5a5825295b944bde8111c8,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
divide.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/uglify-js/node_modules/optimist/example,/usr/bin/env node,a70f1e5d7b69066374ed521daa2ead058b6d0b85f6b04a8e4b2c29c6669507d4,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
default_singles.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/uglify-js/node_modules/optimist/example,/usr/bin/env node,87aa8ec1f641e9e86efcfaed1a4b30db1f793553a61c584e0e228f9aa540a501,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
boolean_single.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/uglify-js/node_modules/optimist/example,/usr/bin/env node,9390dbda458407eb35ac8fd941fb8b5b7632ff61fc6eae51363b45c91fe61e29,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
line_count.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/uglify-js/node_modules/optimist/example,/usr/bin/env node,8fc7afbe024b723a1ea8e490e28329319cd2f71adf116b2938783dee94d3f733,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
nonopt.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/uglify-js/node_modules/optimist/example,/usr/bin/env node,84d4ab00aacd111b657ad9557d88e6ef24ebf8de2d6afcaf56d0543c62d9c3ef,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
short.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/uglify-js/node_modules/optimist/example,/usr/bin/env node,c4ab075e8cc1ff82bdb33b13e7d89c3eb6de18bc1dae4f730c47404af3c45758,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
string.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/uglify-js/node_modules/optimist/example,/usr/bin/env node,8db20d713b06dd5368026de0bcbe17e689af10b3f8b09db234184b8fe680eaf3,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
reflect.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/uglify-js/node_modules/optimist/example,,1bfa683d9ef6fdd0897de132c3172f16bbdeb1ca49a7ef6a649fbefe182ff8ac,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
xup.js,/Applications/Xcode.app/Contents/Developer/usr/share/xcs/xcsd/node_modules/handlebars/node_modules/uglify-js/node_modules/optimist/example,/usr/bin/env node,56a35e7e82dfbac843194d68cea3aee4032c427e284e8be69c40b83b96bf0760,0,/Applications/Xcode.app,Xcode,com.apple.dt.Xcode,13772,9.2,,,,,,,,,,,,,,,,,,
