name,path,interpreter,sha256,main_bundle_exec,main_bundle_path,main_bundle_name,main_bundle_identifier,main_bundle_version,main_bundle_short_version_str,bundle_path,bundle_name,bundle_identifier,bundle_version,bundle_short_version_str,homebrew_package_name,homebrew_package_path,homebrew_package_description,homebrew_package_github,homebrew_package_homepage,homebrew_package_latest_stable_version,homebrew_keg_version,cert_sha256,cert_common_name,cert_organization,cert_organizational_unit,cert_valid_from,cert_valid_until
bin.js,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/rimraf,/usr/bin/env node,3a1557fb195dd6ba967235a93927f74e0452b913425c713bcabdeaee9f62d189,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
semver,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/semver/bin,/usr/bin/env node,f8f286386b4b21f30e81271becbe7e41f295e6ee4f072554493d6600170e3901,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
node-gyp.js,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/bin,/usr/bin/env node,38bb335913fa090228718ae6318bdfe6f442b63648d02331a971bae1ab184c2b,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
gyp_main.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp,/usr/bin/env python,9c275f43ff286916af1242fce5f344964a732b7eb9be043b2c6e794a74d8f102,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
pretty_sln.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/tools,/usr/bin/env python,21ba6d632cd94f00b1a30363c4ae3b73884540848ed76f93929ed8db0fc52fc7,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
pretty_vcproj.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/tools,/usr/bin/env python,ac458e636a9afe7a002942743e56b91f62b199b2426fc5a1c54e8ba2a1c856f0,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
graphviz.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/tools,/usr/bin/env python,6450a9c094454f14b5cf0731a1d84b16f59bdd9e30c3819cedfc1dc11074526e,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
run-unit-tests.sh,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/tools/emacs,/bin/sh,ecb8d03579a0a68704fcd398545f27b5db5c7548c9fbe1aace49bfa3044273fa,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
pretty_gyp.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/tools,/usr/bin/env python,10b1fc506a9e8e5b459eb83374e178abe40a3234343eb5e631506b12ae99176a,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
common_test.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/pylib/gyp,/usr/bin/env python,fa1075513acd28a7bf8caca2a318836b04a4dba7bc197044be585a607a502a53,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
win_tool.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/pylib/gyp,/usr/bin/env python,0dc5c0a331c66bcd0692d9175085bf76949400d4f2782adf3e99287768df490c,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
input_test.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/pylib/gyp,/usr/bin/env python,5ec5c21cb6f4c5b0f7f1636f0c5c282669035c60c01672e83fc1c14204850380,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
__init__.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/pylib/gyp,/usr/bin/env python,e766168880fd744fb2c0e4401e5e17330bbeaeea71512d3ffded63d96fca33af,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
flock_tool.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/pylib/gyp,/usr/bin/env python,49a4493329bf711e2a46430cf413eeb2ef0dc2c202fd870511202dfb608c768c,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
msvs_test.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/pylib/gyp/generator,/usr/bin/env python,bf34f0ac9f3e82448d28e85974761f032f2347ba9522828bf60d3fa57ceb9f70,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
ninja_test.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/pylib/gyp/generator,/usr/bin/env python,12036a07b800538386a33ab5f55989923823666c8864bb3d5a696adaabe6f919,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
xcode_test.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/pylib/gyp/generator,/usr/bin/env python,44ac06d531f396d3cad3ee83a01cfa8551bd2baa113b91952774ccc6d8a503b8,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
MSVSSettings_test.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/pylib/gyp,/usr/bin/env python,462b9d6aeae39da2e6490a7cf974a09888e7ba04f756c76a99e4211bc37c0d21,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
mac_tool.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/pylib/gyp,/usr/bin/env python,d7d2a34ebed592cb958fe834be7199b69fd1b8f76cf3ced09e57a79a8ecb759c,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
easy_xml_test.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/pylib/gyp,/usr/bin/env python,4547b951e9062ba067144e3337c8419880aa1d33f11a1c8c0bd8c4fc74b769be,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
samples,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/samples,/usr/bin/python,de10453f4d0a1d19e8d4a3338d568480c40903a8c28aaa121742da1e51393aee,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
gyptest.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp,/usr/bin/env python,ff00ec4e467337e3982cded617992343a0d043625b9a8bb366c66c886184a927,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
setup.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp,/usr/bin/env python,188fb71112cf0da8e78c3ec4f9d9e8159f66bf5057dd96a00bf8b15bfabfeb2c,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
gyp,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp,/bin/sh,38e8b886cf06fe7cec4d89634fd2850891706308e2bbbc0556b3d299bd6a7993,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
buildbot_run.py,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/node-gyp/gyp/buildbot,/usr/bin/env python,f6696454045cd09461e807fa804788250fefccf8f70b2e882dcef49a9fb64ade,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
har-validator,/Applications/Atom.app/Contents/Resources/app/apm/node_modules/npm/node_modules/request/node_modules/har-validator/bin,/usr/bin/env node,36ca3f909ac4778f2c6b648d9192f4d7a278e02ca24cb9a5c1b6383113b1b808,0,/Applications/Atom.app,Atom,com.github.atom,1.23.3,1.23.3,,,,,,,,,,,,,,,,,,
